index,title,tags,authors,abstract
2505.14110,Bounding the density of binary sphere packing,"['math.MG', 'cs.CG']","['Thomas Fernique', 'Daria Pchelina']",This paper provides the currently best known upper bound on the density of a packing in three-dimensional Euclidean space of two types of spheres whose size ratio is the largest one that allows the insertion of a small sphere in each octahedral hole of a hexagonal compact packing of large spheres. This upper bound is obtained by bounding from above the density of the tetrahedra which can appear in the additively-weighted Delaunay decomposition of the sphere centers of such packings. The proof relies on challenging computer calculations in interval arithmetic and may be of interest by their own.
2505.14109,Prime order torsion on elliptic curves over number fields. Part I: Asymptotics,"['math.NT', 'math.AG']","['Maarten Derickx', 'Michael Stoll']","We study the asymptotics of the set $S(d)$ of possible prime orders of $K$-rational points on elliptic curves over number fields $K$ of degree $d$ as $d$ tends to infinity. Assuming some conjectures on the sparsity of newforms of weight $2$ and prime level with unexpectedly high analytic rank, we show that $\max S(d) \le 3d + 1$ for sufficiently large even $d$ and $\max S(d) = o(d)$ for odd $d$."
2505.14089,Wolff potential estimates for elliptic obstacle problems with generalized Orlicz growth,['math.AP'],"['Qi Xiong', 'Xing Fu']","This paper investigates elliptic obstacle problems with generalized Orlicz growth involving measure data, which includes Orlicz growth, variable exponent growth, and double-phase growth as specific cases of this setting. First, we establish the existence of solutions in the Musielak-Orlicz space. Then, we derive pointwise and oscillation gradient estimates for solutions in terms of the non-linear Wolff potentials, assuming minimal conditions on the obstacle. These estimates subsequently lead to $C^{1,α}$-regularity results for the solutions."
2505.14086,Hyperbolic trigonometric functions as approximation kernels and their properties I: generalised Fourier transforms,['math.NA'],"['Martin Buhmann', 'Joaquín Jódar', 'Miguel L. Rodríguez']","In this paper a new class of radial basis functions based on hyperbolic trigonometric functions will be introduced and studied. We focus on the properties of their generalised Fourier transforms with asymptotics. Therefore we will compute the expansions of these Fourier transforms with an application of the conditions of Strang and Fix in order to prove polynomial exactness of quasi-interpolants. These quasi-interpolants will be formed with special linear combinations of shifts of the new radial functions and we will provide explicit expressions for their coefficients. In establishing these new radial basis functions we will also use other, new classes of shifted thin-plate splines and multiquadrics of  [11], [12]. There are numerical examples and comparisons of different constructions of quasi-interpolants, in several dimensions, varying the underlying radial basis functions."
2505.14063,POLYDIM: A C++ library for POLYtopal DIscretization Methods,['math.NA'],"['Stefano Berrone', 'Andrea Borio', 'Gioana Teora', 'Fabio Vicini']","This paper introduces PolyDiM, an open-source C++ library tailored for the development and implementation of polytopal discretization methods for partial differential equations. The library provides robust and modular tools to support advanced numerical techniques, with a focus on the Virtual Element Method in both 2D and 3D settings. PolyDiM is designed to address a wide range of challenging problems, including those involving non-convex geometries, Discrete Fracture Networks, and mixed-dimensional coupling. It is integrated with the geometry library GeDiM, and offers interfaces for MATLAB and Python to enhance accessibility. Distinguishing features include support for multiple polynomial bases, advanced stabilization strategies, and efficient local-to-global assembly procedures. PolyDiM aims to serve both as a research tool and a foundation for scalable scientific computing in complex geometrical settings."
2505.14060,Variably Scaled Kernels for the regularized solution of the parametric Fourier imaging problem,['math.NA'],"['Anna Volpara', 'Alessandro Lupoli', 'Emma Perracchione']","We address the problem of approximating parametric Fourier imaging problems via interpolation/ extrapolation algorithms that impose smoothing constraints across contiguous values of the parameter. Previous works already proved that interpolating via Variably Scaled Kernels (VSKs) the scattered observations in the Fourier domain and then defining the sought approximation via the projected Landweber iterative scheme, turns out to be effective. This study provides new theoretical insights, including error bounds in the image space and properties of the projected Landweber iterative scheme, both influenced by the choice of the scaling function, which characterizes the VSK basis. Such bounds then suggest a smarter solution for the definition of the scaling functions. Indeed, by means of VSKs, the information coded in an image reconstructed for a given parameter is transferred during the reconstruction process to a contiguous parameter value. Benchmark test cases in the field of astronomical imaging, numerically show that the proposed scheme is able to regularize along the parameter direction, thus proving reliable and interpretable results."
2505.14058,A Characterization of a Subclass of Separate Ratio-Type Copulas,['math.ST'],"['Ziad Adwan', 'Nicola Sottocornola']","Copulas are essential tools in statistics and probability theory, enabling the study of the dependence structure between random variables independently of their marginal distributions. Among the various types of copulas, Ratio-Type Copulas have gained significant attention due to their flexibility in modeling joint distributions. This paper focuses on Separate Ratio-Type Copulas, where the dependence function is a separate product of univariate functions. We revisit a theorem characterizing the validity of these copulas under certain assumptions, generalize it to broader settings, and examine the conditions for reversing the theorem in the case of concave generating functions. To address its limitations, we propose new assumptions that ensure the validity of separate copulas under specific conditions. These results refine the theoretical framework for separate copulas, extending their applicability to pure mathematics and applied fields such as finance, risk management, and machine learning."
2505.14054,Abstract cone operators and Lipschitz rigidity for scalar curvature on singular manifolds,['math.DG'],"['Simone Cecchini', 'Bernhard Hanke', 'Thomas Schick', 'Lukas Schoenlinner']","Using the index theory for twisted Dirac operators acting on sections of Lipschitz bundles over non-compact manifolds, we prove Llarull-type comparison results in scalar curvature geometry. They apply to spin Riemannian manifolds with cone-type singularities and Lipschitz comparison maps to spheres.
  We use the language of abstract cone operators which are introduced and studied in a general functional analytic setting and which may be of independent interest.
  Applying our discussion to spherical suspensions of odd-dimensional closed manifolds, we generalize a Lipschitz rigidity result of the first three named authors from even to odd dimensions. Under stronger conditions, this has already been shown by Lee-Tam using geometric flows and by Baer using an upper estimate for the smallest Dirac eigenvalue."
2505.14051,Information bounds for inference in stochastic evolution equations observed under noise,['math.ST'],"['Gregor Pasemann', 'Markus Reiß']","We consider statistics for stochastic evolution equations in Hilbert space with emphasis on stochastic partial differential equations (SPDEs). We observe a solution process under additional measurement errors and want to estimate a real or functional parameter in the drift. Main targets of estimation are the diffusivity, transport or source coefficient in a parabolic SPDE. By bounding the Hellinger distance between observation laws under different parameters we derive lower bounds on the estimation error, which reveal the underlying information structure. The estimation rates depend on the measurement noise level, the observation time, the covariance of the dynamic noise, the dimension and the order, at which the parametrised coefficient appears in the differential operator. A general estimation procedure attains these rates in many parametric cases and proves their minimax optimality. For nonparametric estimation problems, where the parameter is an unknown function, the lower bounds exhibit an even more complex information structure. The proofs are to a large extent based on functional calculus, perturbation theory and monotonicity of the semigroup generators."
2505.14041,Moment problems in the Schwartz and Gelfand-Shilov spaces,['math.FA'],['Andreas Debrouwere'],"We provide a geometric characterization of the closed sets $K \subseteq \mathbb{R}^d$ such that every real $d$-sequence is the moment sequence of some Schwartz function on $\mathbb{R}^d$ with support in $K$. We obtain a similar result for Gelfand-Shilov spaces. Several illustrative examples are discussed. Our work is inspired by a recent result of Schmüdgen [Expositiones Math. 43 (2025), 125657], who addressed the analogous problem for Radon measures."
2505.14037,Convergence of the alternating least squares algorithm for CP tensor decompositions,['math.NA'],"['Nicholas Hu', 'Mark A. Iwen', 'Deanna Needell', 'Rongrong Wang']","The alternating least squares (ALS/AltLS) method is a widely used algorithm for computing the CP decomposition of a tensor. However, its convergence theory is still incompletely understood.
  In this paper, we prove explicit quantitative local convergence theorems for CP-AltLS applied to orthogonally decomposable and incoherently decomposable tensors. Specifically, we show that CP-AltLS converges polynomially with order $N-1$ for $N$th-order orthogonally decomposable tensors and linearly for incoherently decomposable tensors, with convergence being measured in terms of the angles between the factors of the exact tensor and those of the approximate tensor. Unlike existing results, our analysis is both quantitative and constructive, applying to standard CP-AltLS and accommodating factor matrices with small but nonzero mutual coherence, while remaining applicable to tensors of arbitrary rank.
  We also confirm these rates of convergence numerically and investigate accelerating the convergence of CP-AltLS using an SVD-based coherence reduction scheme."
2505.14023,Concave transforms of compactified S-metrized divisors,['math.AG'],"['Debam Biswas', 'Yulin Cai']",We associate a concave transform to any compactified S-metrized divisor on a quasi-projective variety over an adelic curve. Then we show a Hilbert-Samuel type formula for relatively nef compactified S-metrized YZ-divisors.
2505.14012,Ergodicity for stochastic neural field equations,"['math.PR', 'math.AP', 'math.DS', 'math.FA']","['Anna-Mariya Otsetova', 'Jonas M. Tölle']","We investigate the well-posedness and long-time behavior of a general continuum neural field model with Gaussian noise on possibly unbounded domains. In particular, we give conditions for the existence of invariant probability measures by restricting the solution flow to an invariant subspace with a nonlocal metric. Under the assumption of a sufficiently large decay parameter relative to the noise intensity, the growth of the connectivity kernel, and the Lipschitz regularity of the activation function, we establish exponential ergodicity and exponential mixing of the associated Markovian Feller semigroup and the uniqueness of the invariant measure with second moments."
2505.14006,Finite generation of the ring of holomorphic functions with polynomial growth on the Kähler-Ricci shrinker,['math.DG'],['Jiangtao Li'],"Let (X, g, J, f ) be a non-compact gradient shrinking Kahler-Ricci soliton. We prove that if the scalar curvature of X satisfies a mild assumption, then OP (X), the ring of holomorphic functions with polynomial growth on X, is finitely generated. This gives a partial confirmation to a conjecture of Munteanu and Wang (cf.[MW14])."
2505.14002,Convergence Guarantees for Gradient-Based Training of Neural PDE Solvers: From Linear to Nonlinear PDEs,['math.NA'],"['Wei Zhao', 'Tao Luo']","We present a unified convergence theory for gradient-based training of neural network methods for partial differential equations (PDEs), covering both physics-informed neural networks (PINNs) and the Deep Ritz method. For linear PDEs, we extend the neural tangent kernel (NTK) framework for PINNs to establish global convergence guarantees for a broad class of linear operators. For nonlinear PDEs, we prove convergence to critical points via the Łojasiewicz inequality under the random feature model, eliminating the need for strong over-parameterization and encompassing both gradient flow and implicit gradient descent dynamics. Our results further reveal that the random feature model exhibits an implicit regularization effect, preventing parameter divergence to infinity. Theoretical findings are corroborated by numerical experiments, providing new insights into the training dynamics and robustness of neural network PDE solvers."
2505.14000,On isomorphisms of semi-free Hamiltonian $S^1$-manifolds and fixed point data,['math.SG'],"['Liat Kessler', 'Nikolas Wardenski']","Following Gonzales, we answer the question of whether the isomorphism type of a semi-free Hamiltonian $S^1$-manifold of dimension six is determined by certain data on the critical levels. We first give counter examples showing that Gonzales' assumptions are not sufficient for a positive answer. Then we prove that it is enough to further assume that the reduced spaces of dimension four are symplectic rational surfaces and the interior fixed surfaces are restricted to at most one level. The additional assumptions allow us to use results proven by $J$-holomorphic methods. Gonzales' answer was applied by Cho in proving that if the underlying symplectic manifold is positive monotone then the space is isomorphic to a Fano manifold with a holomorphic $S^1$-action. We show that our variation is enough for Cho's application."
2505.13991,The $abc$ conjecture is true almost always,"['math.NT', 'math.AG', 'math.CO']",['Jared Duker Lichtman'],"Let ${\rm rad}(n)$ denote the product of distinct prime factors of an integer $n\geq 1$. The celebrated $abc$ conjecture asks whether every solution to the equation $a+b=c$ in triples of coprime integers $(a,b,c)$ must satisfy ${\rm rad}(abc) > K_\varepsilon\, c^{1-\varepsilon}$, for some constant $K_\varepsilon>0$. In this expository note, we present a classical estimate of de Bruijn that implies almost all such triples satisfy the $abc$ conjecture, in a precise quantitative sense. Namely, there are at most $O(N^{2/3})$ many triples of coprime integers in a cube $(a,b,c)\in\{1,\ldots,N\}^3$ satisfying $a+b=c$ and ${\rm rad}(abc) < c^{1-\varepsilon}$. The proof is elementary and essentially self-contained. Beyond revisiting a classical argument for its own sake, this exposition is aimed to contextualize a new result of Browning, Lichtman, and Teräväinen, who prove a refined estimate $O(N^{33/50})$, giving the first power-savings since 1962."
2505.13986,RIDGECUT: Learning Graph Partitioning with Rings and Wedges,"['math.OC', 'cs.AI', 'cs.LG']","['Qize Jiang', 'Linsey Pang', 'Alice Gatti', 'Mahima Aggarwal', 'Giovanna Vantini', 'Xiaosong Ma', 'Weiwei Sun', 'Sourav Medya', 'Sanjay Chawla']","Reinforcement Learning (RL) has proven to be a powerful tool for combinatorial optimization (CO) problems due to its ability to learn heuristics that can generalize across problem instances. However, integrating knowledge that will steer the RL framework for CO solutions towards domain appropriate outcomes remains a challenging task. In this paper, we propose RIDGECUT, the first RL framework that constrains the action space to enforce structure-aware partitioning in the Normalized Cut problem. Using transportation networks as a motivating example, we introduce a novel concept that leverages domain knowledge about urban road topology -- where natural partitions often take the form of concentric rings and radial wedges. Our method reshapes the graph into a linear or circular structure to simplify the partitioning task so that we can apply sequential transformers and enables efficient learning via Proximal Policy Optimization. The resulting partitions are not only aligned with expected spatial layouts but also achieve lower normalized cuts compared to existing methods. While we focus on traffic data, our approach is broadly applicable and offers a mechanism for embedding structural priors into RL for graph partitioning."
2505.13984,On the existence of noncommutative Levi-Civita connections in derivation based calculi,"['math.QA', 'math-ph']","['Joakim Arnlind', 'Victor Hildebrandsson']","We study the existence of Levi-Civita connections, i.e torsion free connections compatible with a hermitian form, in the setting of derivation based noncommutative differential calculi over $\ast$-algebras. We prove a necessary and sufficient condition for the existence of Levi-Civita connections in terms of the image of an operator derived from the hermitian form. Moreover, we identify a necessary symmetry condition on the hermitian form that extends the classical notion of metric symmetry in Riemannian geometry. The theory is illustrated with explicit computations for free modules of rank three, including noncommutative 3-tori. We note that our approach is algebraic and does not rely on analytic tools such as $C^\ast$-algebra norms."
2505.13980,Symbolic and Numerical Tools for $L_{\infty}$-Norm Calculation,"['math.OC', 'cs.MS', 'cs.SC', 'eess.SY']","['Grace Younes', 'Alban Quadrat', 'Fabrice Rouillier']","The computation of the $L_\infty $-norm is an important issue in $H_{\infty}$ control, particularly for analyzing system stability and robustness. This paper focuses on symbolic computation methods for determining the $L_{\infty} $-norm of finite-dimensional linear systems, highlighting their advantages in achieving exact solutions where numerical methods often encounter limitations. Key techniques such as Sturm-Habicht sequences, Rational Univariate Representations (RUR), and Cylindrical Algebraic Decomposition (CAD) are surveyed, with an emphasis on their theoretical foundations, practical implementations, and specific applicability to $ L_{\infty} $-norm computation. A comparative analysis is conducted between symbolic and conventional numerical approaches, underscoring scenarios in which symbolic computation provides superior accuracy, particularly in parametric cases. Benchmark evaluations reveal the strengths and limitations of both approaches, offering insights into the trade-offs involved. Finally, the discussion addresses the challenges of symbolic computation and explores future opportunities for its integration into control theory, particularly for robust and stable system analysis."
2505.13968,Two families of C1-Pk Fraeijs de Veubeke-Sander finite elements on quadrilateral meshes,['math.NA'],['Shangyou Zhang'],"We extend the $C^1$-$P_3$ Fraeijs de Veubeke-Sander finite element to
  two families of $C^1$-$P_k$ ($k>3$) macro finite elements on
  general quadrilateral meshes. On each quadrilateral, four $P_k$ polynomials are defined on
  the four triangles subdivided from the quadrilateral by
  its two diagonal lines. The first family of $C^1$-$P_k$ finite elements is the full $C^1$-$P_k$
  space on the macro-mesh. Thus the element can be applied to interface problems. The second family of $C^1$-$P_k$ finite elements condenses
  all internal degrees of freedom by moving them to the four edges. Thus the second element method has much less unknowns but is
  more accurate than the first one. We prove the uni-solvency and the optimal order convergence. Numerical tests and comparisons with the $C^1$-$P_k$ Argyris are provided."
2505.13967,A Quasi-Newton Method to Solve Uncertain Multiobjective Optimization Problems with Uncertainty Set of Finite Cardinality,['math.OC'],"['K. Gupta', 'D. Ghosh', 'C. Tammer', 'X. Zhao', 'J. C. Yao']","In this article, we derive an iterative scheme through a quasi-Newton technique to capture robust weakly efficient points of uncertain multiobjective optimization problems under the upper set less relation. It is assumed that the set of uncertainty scenarios of the problems being analyzed is of finite cardinality. We also assume that corresponding to each given uncertain scenario from the uncertainty set, the objective function of the problem is twice continuously differentiable. In the proposed iterative scheme, at any iterate, by applying the \emph{partition set} concept from set-valued optimization, we formulate an iterate-wise class of vector optimization problems to determine a descent direction. To evaluate this descent direction at the current iterate, we employ one iteration of the quasi-Newton scheme for vector optimization on the formulated class of vector optimization problems. As this class of vector optimization problems differs iterate-wise, the proposed quasi-Newton scheme is not a straight extension of the quasi-Newton method for vector optimization problems. Under commonly used assumptions, any limit point of a sequence generated by the proposed quasi-Newton technique is found to be a robust weakly efficient point of the problem. We analyze the well-definedness and global convergence of the proposed iterative scheme based on a regularity assumption on stationary points. Under the uniform continuity of the Hessian approximation function, we demonstrate a local superlinear convergence of the method. Finally, numerical examples are presented to demonstrate the effectiveness of the proposed method."
2505.13960,Inelastic Boltzmann equation under shear heating,['math.AP'],"['José A. Carrillo', 'Kam Fai Chan', 'Renjun Duan', 'Zongguang Li']","In this paper, we study the spatially homogeneous inelastic Boltzmann equation for the angular cutoff pseudo-Maxwell molecules with an additional term of linear deformation. We establish the existence of non-Maxwellian self-similar profiles under the assumption of small deformation in the nearly elastic regime, and also obtain weak convergence to these self-similar profiles for global-in-time solutions with initial data that have finite mass and finite \( p \)-th order moment for any $2<p\leq 4$. Our results confirm the competition between shear heating and inelastic cooling that governs the large time behavior of temperature. Specifically, temperature increases to infinity if shear heating dominates, decreases to zero if inelastic cooling prevails, and converges to a positive constant if the two effects are balanced. In the balanced scenario, the corresponding self-similar profile aligns with the steady solution."
2505.13939,$E$ Type Singularities for Sufficiently Smooth Functions,['math.AP'],"['Ibrokhimbek Akramov', 'Dildora Ikromova']","In this paper, we will consider $E$-type singularities which are Arnol'd type. We provide invariant conditions for a sufficiently smooth functions to have singularities of type $E_k (6\le k\le 8)$. We show the functions can be reduced to $E_k, k=6, 7, 8$ type normal form under some certain conditions. Moreover, we show that result on normal form for sufficiently smooth functions can be showed by the use of Implicit Function Theorem. The results can be utilized to investigate oscillatory integrals with sufficiently smooth phase function."
2505.13929,Error estimates for numerical approximations of a nonlinear gradient flow model,['math.NA'],"['Jerome Droniou', 'Kim-Ngan Le', 'Huateng Zhu']","We perform numerical analysis of a nonlinear gradient flow, which can be regarded as a parabolic minimal surface problem or a regularised total variation flow, using the gradient discretisation method (GDM). GDM is a unified convergence analysis framework that covers conforming and nonconforming numerical methods, for instance, conforming and nonconforming finite element, two-point flux approximation, etc.. In this paper, a fully discretised implicit scheme of the model is proposed, the existence and uniqueness of the solution to the scheme is proved, the stability and consistency of the scheme are analysed, and error estimates are established. Numerical results based on the conforming and nonconforming P1 finite elements are also provided."
2505.13927,Coupled Adaptable Backward-Forward-Backward Resolvent Splitting Algorithm (CABRA): A Matrix-Parametrized Resolvent Splitting Method for the Sum of Maximal Monotone and Cocoercive Operators Composed with Linear Coupling Operators,['math.OC'],"['Peter Barkley', 'Robert L. Bassett']","We present a novel matrix-parametrized frugal splitting algorithm which finds the zero of a sum of maximal monotone and cocoercive operators composed with linear selection operators. We also develop a semidefinite programming framework for selecting matrix parameters and demonstrate its use for designing matrix parameters which provide beneficial diagonal scaling, allow parallelization, and adhere to a given communication structure. We show that taking advantage of the linear selection operators in this way accelerates convergence in numerical experiments, and show that even when the selection operators are the identity, we can accelerate convergence by using the matrix parameters to provide appropriately chosen diagonal scaling. We conclude by demonstrating the applicability of this algorithm to multi-stage stochastic programming, outlining a decentralized approach to the relaxed stochastic weapon target assignment problem which splits over the source nodes and has low data transfer and memory requirements."
2505.13924,Stabilized velocity post-processings for Darcy flow in heterogeneous porous media,['math.NA'],"['Maicon R. Correa', 'Abimael F. D. Loula']","Stable and accurate finite element methods are presented for Darcy flow in heterogeneous porous media with an interface of discontinuity of the hydraulic conductivity tensor. Accurate velocity fields are computed through global or local post-processing formulations that use previous approximations of the hydraulic potential. Stability is provided by combining Galerkin and Least Squares (GLS) residuals of the governing equations with an additional stabilization on the interface that incorporates the discontinuity on the tangential component of the velocity field in a strong sense. Numerical analysis is outlined and numerical results are presented to illustrate the good performance of the proposed methods. Convergence studies for a heterogeneous and anisotropic porous medium confirm the same orders of convergence predicted for homogeneous problem with smooth solutions, for both global and local post-processings."
2505.13912,Superconnection and Orbifold Chern character,"['math.DG', 'math.AG']","['Qiaochu Ma', 'Xiang Tang', 'Hsian-Hua Tseng', 'Zhaoting Wei']","We use flat antiholomorphic superconnections to study orbifold Chern character following the method introduced by Bismut, Shen, and Wei. We show the uniqueness of orbifold Chern character by proving a Riemann-Roch-Grothendieck theorem for orbifold embeddings."
2505.13885,Redundancy of Probabilistic Frames and Approximately Dual Probabilistic Frames,['math.FA'],"['Dongwei Chen', 'Emily J. King', 'Clayton Shonkwiler']","This paper studies the redundancy of probabilistic frames and introduces approximately dual probabilistic frames. The redundancy of a probabilistic frame is defined as the dimension of the kernel of the associated synthesis operator, which turns out to be the semi-Fredholm index of the synthesis operator. For a given non-redundant probabilistic frame, we claim that the canonical dual probabilistic frame is the only dual frame of pushforward type. Furthermore, we show that probabilistic frames with finite redundancy are atomic. In the second part, we introduce approximately dual probabilistic frames and characterize all the approximate duals of pushforward type. We also study the approximately dual frames of perturbed probabilistic frames, and show that if a probability measure is close to a probabilistic dual pair in some sense, then this probability measure is an approximately dual probabilistic frame. In particular, this yields discrete approximate duals of any probabilistic frame."
2505.13874,"The equations of Gauss, Codazzi and Ricci of surfaces in 4-dimensional space forms",['math.DG'],['Naoya Ando'],"Let $N$ be a Riemannian or neutral $4$-dimensional space form. In this paper, the expressions of the equations of Gauss, Codazzi and Ricci of a space-like or time-like surface in $N$ given in [6] are naturally understood in terms of the induced connection of the two-fold exterior power of the pull-back bundle on the surface. We observe that a space-like or time-like surface in $N$ such that the twistor lifts are nondegenerate is given by relations among functions in the above expressions related to the second fundamental form. In the case where $N$ is a Lorentzian $4$-dimensional space form, we define the complex twistor lifts of a space-like or time-like surface in $N$ and we have analogous discussions and results in terms of the induced connection of the complexification of the two-fold exterior power of the pull-back bundle. We characterize a space-like surface in $N$ such that the covariant derivative of a suitable complex twistor lift by $\partial /\partial \overline{w}$ vanishes."
2505.13865,A composition theory for upward planar orders,"['math.CO', 'cs.DM', 'math.CT']","['Xue Dong', 'Xuexing Lu', 'Yu Ye']","An upward planar order on an acyclic directed graph $G$ is a special linear extension of the edge poset of $G$ that satisfies the nesting condition. This order was introduced to combinatorially characterize upward plane graphs and progressive plane graphs (commonly known as plane string diagrams). In this paper, motivated by the theory of graphical calculus for monoidal categories, we establish a composition theory for upward planar orders. The main result is that the composition of upward planar orders is an upward planar order. This theory provides a practical method to calculate the upward planar order of a progressive plane graph or an upward plane graph."
2505.13863,"On the distance signless Laplacian spectral radius, fractional matching and factors of graphs",['math.CO'],"['Z. H. Zhang', 'L. G. Wang']","The distance signless Laplacian matrix of a graph $G$ is define as $Q(G)=$Tr$(G)+D(G)$, where Tr$(G)$ and $D(G)$ are the diagonal matrix of vertex transmissions and the distance matrix of $G$, respectively. Denote by $E_G(v)$ the set of all edges incident to a vertex $v$ in $G$. A fractional matching of a graph $G$ is a function $f:E(G) \rightarrow [0,1]$ such that $\sum_{e\in E_G(v)} f(e)\leq 1$ for every vertex $v\in V(G)$. The fractional matching number $μ_f(G)$ of a graph $G$ is the maximum value of $ \sum_{e\in E(G)} f(e)$ over all fractional matchings. Given subgraphs $H_1, H_2,...,H_k$ of $G$, a $\{H_1, H_2,...,H_k\}$-factor of $G$ is a spanning subgraph $F$ in which each connected component is isomorphic to one of $H_1, H_2,...,H_k$. In this paper, we establish a upper bound for the distance signless Laplacian spectral radius of a graph $G$ of order $n$ to guarantee that $μ_f(G)> \frac{n-k}{2}$, where $1\leq k<n$ is an integer. Besides, we also provide a sufficient condition based on distance signless Laplacian spectral radius to guarantee the existence of a $\{K_2,\{C_k\}\}$-factor in a graph, where $k \geq 3$ is an integer."
2505.13850,Involutive Weak Cubical $ω$-categories,['math.CT'],"['Paratat Bejrakarbum', 'Paolo Bertozzini', 'Supaporn Theesoongnern']",We investigate the notion of involutive weak cubical $ω$-categories via Penon's approach: as algebras for the monad induced by the free involutive strict $ω$-category functor on cubical $ω$-sets. A few examples of involutive weak cubical $ω$-categories are provided.
2505.13849,The Saxl hypergraph of a permutation group,"['math.GR', 'math.CO']","['Melissa Lee', 'Anthony Pisani']","Given a permutation group $G \le \mathrm{Sym}(Ω)$, a subset $B$ of $Ω$ is said to be a base if its pointwise stabiliser in $G$ is trivial, and the base size $b(G)$ is the minimum size of a base. In the notable case $b(G) = 2$, Burness and Giudici define the Saxl graph of $G$ to be the graph on $Ω$ with bases of size 2 as edges. Later work of Freedman et al. extends this notion to any group for which $b(G) \ge 2$, taking the pairs of points contained in bases of size $b(G)$ for edges. We study an alternative generalisation, the Saxl hypergraph, where bases of size $b(G)$ are themselves the edges. In particular, we consider groups with complete Saxl hypergraphs, primitive groups whose Saxl hypergraphs have flag-spanning tours, and appropriate generalisations of Burness and Giudici's Common Neighbour Conjecture."
2505.13823,Geometry on ruled surfaces with finite multiplicity,['math.DG'],['Hiroyuki Hayashi'],We consider ruled surfaces with finite multiplicity. We study behaviors of the striction curves and the singularities of the ruled surfaces. We also give geometric meanings of invariants related to the ruled surfaces.
2505.13816,Smooth Solutions of the Navier-Stokes Equation,"['math.AP', 'math-ph']","['James Glimm', 'Jarret Petrillo']","Smooth solutions of the Navier-Stokes equation with smooth but otherwise unconstrained initial conditions are constructed, to solve the Millennium fluids problem in the positive. The smooth solutions are the mean values of general weak solutions and are alternately characterized as the entropy production minimizing solutions. The construction occurs in a finite periodic cube."
2505.13815,Dimension-independent convergence rates of randomized nets using median-of-means,['math.NA'],['Zexin Pan'],"Recent advances in quasi-Monte Carlo integration demonstrate that the median of linearly scrambled digital net estimators achieves near-optimal convergence rates for high-dimensional integrals without requiring a priori knowledge of the integrand's smoothness. Building on this framework, we prove that the median estimator attains dimension-independent convergence under tractability conditions characterized by low effective dimensionality, a property known as strong tractability in complexity theory. Our analysis strengthens existing guarantees by improving the convergence rates and relaxing the theoretical assumptions previously required for dimension-independent convergence."
2505.13809,Characterization of Efficient Influence Function for Off-Policy Evaluation Under Optimal Policies,"['math.ST', 'econ.EM', 'stat.ML']",['Haoyu Wei'],"Off-policy evaluation (OPE) provides a powerful framework for estimating the value of a counterfactual policy using observational data, without the need for additional experimentation. Despite recent progress in robust and efficient OPE across various settings, rigorous efficiency analysis of OPE under an estimated optimal policy remains limited. In this paper, we establish a concise characterization of the efficient influence function (EIF) for the value function under optimal policy within canonical Markov decision process models. Specifically, we provide the sufficient conditions for the existence of the EIF and characterize its expression. We also give the conditions under which the EIF does not exist."
2505.13806,Colored Vertex Models and Interacting Reverse Plane Partitions,"['math.CO', 'math-ph']","['Jonah Guse', 'David Jiang', 'David Keating']","We study the coupling of pairs of reverse plane partitions of the same shape by assigning a certain local interaction between the reverse plane partitions. We show that they are in bijection with a certain Yang-Baxter integrable colored vertex model. By utilizing the Yang-Baxter equation for this colored vertex model, we are able to compute the generating function for the interacting pairs of reverse plane partitions. We also give a bijection between the coupled pairs of reverse plane partitions with the interaction strength set to zero and a single reverse plane partition of the same shape."
2505.13802,McKean-Vlasov equations and nonlinear Fokker-Planck equations with critical singular Lorentz kernels,"['math.PR', 'math.AP']","['Michael Röckner', 'Deng Zhang', 'Guohuan Zhao']","We prove the existence and conditional uniqueness in the Krylov class for SDEs with singular divergence-free drifts in the endpoint critical Lorentz space $L^infinity(0,T; L^{d,infinity}(\mathbb{R}^d))$, $d \geq 2$, which particularly includes the 2D Biot-Savart law. The uniqueness result is shown to be optimal in dimensions $d\geq 3$ by constructing different martingale solutions in the case of supercritical Lorentz drifts. As a consequence, the well-posedness of McKean-Vlasov equations and nonlinear Fokker-Planck equations with critical singular kernels is derived. In particular, this yields the uniqueness of the 2D vorticity Navier-Stokes equations even in certain supercritical-scaling spaces. Furthermore, we prove that the path laws of solutions to McKean-Vlasov equations with critical singular kernels form a nonlinear Markov process in the sense of McKean."
2505.13799,Deranged Perfect Matchings on complete graph and balanced complete r-partite graph,['math.CO'],['Boqing Deng'],"We proved that for any finite collection of sparse subgraphs $(D_m)_{m=1}^\ell$ of the complete graph $K_{2n}$, and a uniformly chosen perfect matching $R$ in $K_{2n}$, the random vector $(|E(R \cap D_m)|)_{m=1}^\ell$ jointly converges to a vector of independent Poisson random variables with mean $|E(D_m)|/(2n)$. We also showed a similar result when $K_{2n}$ is replaced by the balanced complete $r$-partite graph $K_{r \times 2n/r}$ for fixed $r$ and determined the asymptotic joint distribution. The proofs rely on elementary tools of the Principle of Inclusion-Exclusion and generating functions. These results extend recent works of Johnston, Kayll and Palmer, Spiro and Surya, and Granet and Joos from the univariate to the multivariate setting."
