index,title,tags,authors,abstract
2503.22659,R-matrix valued Lax pair for elliptic Calogero-Inozemtsev system and associative Yang-Baxter equations of ${\rm BC}_n$ type,"['math-ph', 'hep-th', 'nlin.SI']","['M. Matushko', 'A. Mostovskii', 'A. Zotov']","We consider the elliptic Calogero-Inozemtsev system of ${\rm BC}_n$ type with five arbitrary constants and propose $R$-matrix valued generalization for $2n\times 2n$ Takasaki's Lax pair. For this purpose we extend the Kirillov's ${\rm B}$-type associative Yang-Baxter equations to the similar relations depending on the spectral parameters and the Planck constants. General construction uses the elliptic Shibukawa-Ueno $R$-operator and the Komori-Hikami $K$-operators satisfying reflection equation. Then, using the Felder-Pasquier construction the answer for the Lax pair is also written in terms of the Baxter's 8-vertex $R$-matrix. As a by-product of the constructed Lax pair we also propose ${\rm BC}_n$ type generalization for the elliptic XYZ long-range spin chain, and we present arguments pointing to its integrability."
2503.22649,Stochastic reduced-order Koopman model for turbulent flows,"['physics.flu-dyn', 'nlin.CD', 'physics.comp-ph', 'physics.data-an']","['Tianyi Chu', 'Oliver T. Schmidt']","A stochastic data-driven reduced-order model applicable to a wide range of turbulent natural and engineering flows is presented. Combining ideas from Koopman theory and spectral model order reduction, the stochastic low-dimensional inflated convolutional Koopman model (SLICK) accurately forecasts short-time transient dynamics while preserving long-term statistical properties. A discrete Koopman operator is used to evolve convolutional coordinates that govern the temporal dynamics of spectral orthogonal modes, which in turn represent the energetically most salient large-scale coherent flow structures. Turbulence closure is achieved in two steps: first, by inflating the convolutional coordinates to incorporate nonlinear interactions between different scales, and second, by modeling the residual error as a stochastic source. An empirical dewhitening filter informed by the data is used to maintain the second-order flow statistics within the long-time limit. The model uncertainty is quantified through either Monte Carlo simulation or by directly propagating the model covariance matrix. The model is demonstrated on the Ginzburg-Landau equations, large-eddy simulation (LES) data of a turbulent jet, and particle image velocimetry (PIV) data of the flow over an open cavity. In all cases, the model is predictive over time horizons indicated by a detailed error analysis and integrates stably over arbitrary time horizons, generating realistic surrogate data."
2503.22615,Lagrangian multiforms and dispersionless integrable systems,"['nlin.SI', 'math-ph']","['Evgeny V. Ferapontov', 'Mats Vermeeren']","We demonstrate that interesting examples of Lagrangian multiforms appear naturally in the theory of multidimensional dispersionless integrable systems as (a) higher-order conservation laws of linearly degenerate PDEs in 3D, and (b) in the context of Gibbons-Tsarev equations governing hydrodynamic reductions of heavenly type equations in 4D."
2503.22479,Chaos in violent relaxation dynamics. Disentangling micro- and macro-chaos in numerical experiments of dissipationless collapse,"['astro-ph.GA', 'nlin.CD', 'doi', '10.1051/0004-6361/202554833']","['Simone Sartorello', 'Pierfrancesco Di Cintio', 'Alessandro Alberto Trani', 'Mario Pasquato']","Violent relaxation (VR) is often regarded as the mechanism leading stellar systems to collisionless meta equilibrium via rapid changes in the collective potential. We investigate the role of chaotic instabilities on single particle orbits in leading to nearly-invariant phase-space distributions, aiming at disentangling it from the chaos induced by collective oscillations in the self-consistent potential. We explore as function of the systems size (i.e. number of particles $N$) the chaoticity in terms of the largest Lyapunov exponent of test trajectories in a simplified model of gravitational cold collapse, mimicking a $N-$body calculation via a time dependent smooth potential and a noise-friction process accounting for the discreteness effects. A new numerical method to evaluate effective Lyapunov exponents for stochastic models is presented and tested. We find that the evolution of the phase-space of independent trajectories reproduces rather well what observed in self-consistent $N-$body simulations of dissipationless collapses. The chaoticity of test orbits rapidly decreases with $N$ for particles that remain weakly bounded in the model potential, while it decreases with different power laws for more bound orbits, consistently with what observed in previous self-consistent $N$-body simulations. The largest Lyapunov exponents of ensembles of orbits starting from initial conditions uniformly sampling the accessible phase-space are somewhat constant for $N\lesssim 10^9$, while decreases towards the continuum limit with a power-law trend. Moreover, our numerical results appear to confirm the trend of a specific formulation of dynamical entropy and its relation with Lyapunov time scales."
2503.21950,From Euler-Jacobi to Bogoyavlensky and back,"['math.DS', 'math-ph', 'nlin.SI']","['Davide Murari', 'Nicola Sansonetto']","This work focuses on two notions of non-Hamiltonian integrable systems: B-integrability and Euler-Jacobi integrability. We first show that the first notion is stronger. We then investigate which possible ""non-evident"" properties one can add to the Euler-Jacobi Theorem to make the dynamics B-integrable."
2503.21917,Geometric aspects of non-homogeneous 1+0 operators,"['math-ph', 'math.DG', 'nlin.SI']","[""Marta Dell'Atti"", 'Alessandra Rizzo', 'Pierandrea Vergallo']","Led by the key example of the Korteweg-de Vries equation, we study pairs of Hamiltonian operators which are non-homogeneous and are given by the sum of a first-order operator and an ultralocal structure. We present a complete classification of the Casimir functions associated with the degenerate operators in two and three components. We define tensorial criteria to establish the compatibility of two non-homogeneous operators and show a classification of pairs for systems in two components, with some preliminary results for three components as well. Lastly, we study pairs composed of non-degenerateop erators only, introducing the definition of bi-pencils. First results show that the considered operators can be related to Nijenhuis geometry, proving a compatibility result in this direction in the framework of Lie algebras."
2503.21901,Phase-preserving nonreciprocal dynamics in coupled nonlinear oscillators,"['physics.app-ph', 'math.DS', 'nlin.PS']","['Ali Kogani', 'Behrooz Yousefzadeh']","Nonreciprocity is most commonly associated with a large difference in the transmitted energy when the locations of the source and receiver are interchanged. This energy bias is accompanied by a difference in the transmitted phase. We highlight the role of this phase bias in breaking reciprocity in the steady-state vibration transmission characteristics of coupled nonlinear systems to external harmonic excitation. We show that breaking of reciprocity is most commonly accompanied by a simultaneous bias in the transmitted energy and phase. Energy bias alone, without any contribution from phase, can still lead to nonreciprocity, but only at very finely tuned system parameters. We provide a methodology for realizing response regimes of phase-preserving nonreciprocity using two independent symmetry-breaking parameters in the system. Our findings highlight the key contribution of phase in nonlinear nonreciprocity."
2503.21831,Thermodynamics of the XX spin chain in the QTM approach,"['cond-mat.stat-mech', 'cond-mat.str-el', 'nlin.SI']",['P. N. Bibikov'],The free energy density of the XX chain in magnetic field is obtained in two alternative ways within the Quantum Transfer Matrix approach. In both the cases the proofs are complete and self-consistent. All the intermediate constructions are presented explicitly in detail.
2503.21675,Reducing of system of partial differential equations and generalized symmetry of ordinary differential equations,"['nlin.SI', 'math-ph', 'math.AP']","['I. M. Tsyfra', 'P. Sitko']","Symmetry reductions of systems of two nonlinear partial differential equations are studied. We find ansatzes reducing system of partial differential equations to system of ordinary differential equations. The method is applied to system related to Korteweg -- de Vries (KdV) equation, and reaction-diffusion equations. We have also shown the possibility of constructing solution to system of non-evolutionary equations, which contains one or two arbitrary functions."
2503.21587,Theory of phase reduction from hypergraphs to simplicial complexes: a general route to higher-order Kuramoto models,"['nlin.AO', 'doi', '10.1016/j.physd.2025.134858']","['Iván León', 'Riccardo Muolo', 'Shigefumi Hata', 'Hiroya Nakao']","Phase reduction is a powerful technique in the study of nonlinear oscillatory systems. Under certain assumptions, it allows us to describe each multidimensional oscillator by a single phase variable, giving rise to simple phase models such as the Kuramoto model. Classically, the method has been applied in the case where the interactions are only pairwise (two-body). However, increasing evidence shows that interactions in real-world systems are not pairwise but higher-order, i.e., many-body. Although synchronization in higher-order systems has received much attention, analytical results are scarce because of the highly nonlinear nature of the framework. In this paper, we fill the gap by presenting a general theory of phase reduction for the case of higher-order interactions. We show that the higher-order topology is preserved in the phase reduced model at the first order and that only odd couplings have an effect on the dynamics when certain symmetries are present. Additionally, we show the power and ductility of the phase reduction approach by applying it to a population of Stuart-Landau oscillators with an all-to-all configuration and with a ring-like hypergraph topology; in both cases, only the analysis of the phase model can provide insights and analytical results."
2503.21567,Categorical products of cellular automata,"['nlin.CG', 'math.CT', 'math.GR']","['Alonso Castillo-Ramirez', 'Alejandro Vazquez-Aceves', 'Angel Zaldivar-Corichi']","We study two categories of cellular automata. First, for any group $G$, we consider the category $\mathcal{CA}(G)$ whose objects are configuration spaces of the form $A^G$, where $A$ is a set, and whose morphisms are cellular automata of the form $τ: A_1^G \to A_2^G$. We prove that the categorical product of two configuration spaces $A_1^G$ and $A_2^G$ in $\mathcal{CA}(G)$ is the configuration space $(A_1 \times A_2)^G$. Then, we consider the category of generalized cellular automata $\mathcal{GCA}$, whose objects are configuration spaces of the form $A^G$, where $A$ is a set and $G$ is a group, and whose morphisms are $φ$-cellular automata of the form $\mathcal{T} : A_1^{G_1} \to A_2^{G_2}$, where $φ: G_2 \to G_1$ is a group homomorphism. We prove that a categorical weak product of two configuration spaces $A_1^{G_1}$ and $A_2^{G_2}$ in $\mathcal{GCA}$ is the configuration space $(A_1 \times A_2)^{G_1 \ast G_2}$, where $G_1 \ast G_2$ is the free product of $G_1$ and $G_2$. The previous results allow us to naturally define the product of two cellular automata in $\mathcal{CA}(G)$ and the weak product of two generalized cellular automata in $\mathcal{GCA}$."
2503.21362,Stokes' phenomenon in continuous limits of discrete Painlevé I,['nlin.SI'],"['Christopher J. Lustri', 'John R. King']","We use exponential asymptotic analysis to identify the relevance of Stokes' phenomenon to integrability in discrete systems. We study Stokes' phenomenon in two discrete problems with the same (leading-order) continuous limit, a finite-difference discretisation of the first continuous Painlevé equation and the first discrete Painlevé equation, as well as a family of differential equation associated with each discrete problem. This analysis reveals two important observations. Firstly, the orderly behaviour that characterises Stokes' phenomenon in discrete equations emerges naturally from corresponding continuous differential equations as the order of the latter increases, although this is not apparent at low orders. Secondly, Stokes' phenomenon vanishes in the continuum limit of the integrable discrete equation, but not the non-integrable discrete equation. This means that subdominant exponentials do not appear in the integrable equation, and therefore do not cause moveable singularities to form in the solution. The results are clarified further by consideration of one-parameter family of difference equations that interpolates between the two considered in detail."
2503.21345,"Quantum Chaos in Non-Markovian Open Quantum Systems: Interferometric OTOC, Loschmidt Echo and Commutator Operator Norm","['quant-ph', 'nlin.CD', 'doi', '10.1063/5.0275096']","['Baibhab Bose', 'Devvrat Tiwari', 'Subhashish Banerjee']","Out-of-time order correlators (OTOCs) are crucial tools for studying quantum chaos as they show distinct scrambling behavior for chaotic Hamiltonians. We calculate OTOC and analyze the quantum information scrambling in atom-field and spin-spin interaction models, which are open-system models and exhibit non-Markovian behavior. We also examine the Loschmidt echo for these models and comment on their chaotic nature. The commutator growth of two local operators, which is upper bounded by the Lieb-Robinson bound, is studied for these models, and the patterns of scrambling are investigated."
2503.21324,Synchronization of coherence resonance oscillators subject to Lévy noise,['nlin.AO'],"['Ivan A. Korneev', 'Vladimir V. Semenov']","Using methods of numerical simulation, we analyze the influence of Lévy noise on synchronization of excitable oscillators in the regime of coherence resonance. Three cases are under consideration: forced synchronization of a single FitzHugh-Nagumo oscillator subject to periodic forcing, mutual synchronization of two coupled FitzHugh-Nagumo oscillators and ensembles of locally and globally coupled FitzHugh-Nagumo neurons. It is demonstrated that Lévy noise provides for transformation of the forced synchronization area such that synchronization can arise or be destroyed through varying the Lévy noise parameters at fixed frequency and amplitude of the external force. Moreover, the Lévy noise intrinsic peculiarity can induce the counterintuitive transformation of the synchronization areas such that increasing the external force amplitude gives rise to leaving the synchronization area. In the context of synchronization of coupled oscillators, Lévy noise is also shown to control the transition to synchronization which can be achieved at lower or higher values of the coupling strength when changing the Lévy noise parameters. However, such effects are found to be exhibited by ensembles of coupled oscillators, whereas the influence of Lévy noise on mutual synchronization of two coupled coherence resonance oscillators is minimal and does not lead to significant changes as compared to Gaussian noise."
2503.21107,In-situ Physical Adjoint Computing in multiple-scattering electromagnetic environments for wave control,"['eess.SP', 'nlin.CD', 'physics.optics']","['John Guillamon', 'Cheng-Zhen Wang', 'Zin Lin', 'Tsampikos Kottos']","Controlling electromagnetic wave propagation in multiple scattering systems is a challenging endeavor due to the extraordinary sensitivity generated by strong multi-path contributions at any given location. Overcoming such complexity has emerged as a central research theme in recent years, motivated both by a wide range of applications -- from wireless communications and imaging to optical micromanipulations -- and by the fundamental principles underlying these efforts. Here, we show that an {\it in-situ} manipulation of the myriad scattering events, achieved through time- and energy-efficient adjoint optimization (AO) methodologies, enables {\it real time} wave-driven functionalities such as targeted channel emission, coherent perfect absorption, and camouflage. Our paradigm shift exploits the highly multi-path nature of these complex environments, where repeated wave-scattering dramatically amplifies small local AO-informed system variations. Our approach can be immediately applied to in-door wireless technologies and incorporated into diverse wave-based frameworks including imaging, power electronic and optical neural networks."
2503.20909,Pattern Formation as a Resilience Mechanism in Cancer Immunotherapy,"['q-bio.TO', 'nlin.PS', 'doi', '10.1007/s11538-025-01485-3']","['Molly Brennan', 'Andrew L. Krause', 'Edgardo Villar-Sepúlveda', 'Christopher B. Prior']","Mathematical and computational modelling in oncology has played an increasingly important role in not only understanding the impact of various approaches to treatment on tumour growth, but in optimizing dosing regimens and aiding the development of treatment strategies. However, as with all modelling, only an approximation is made in the description of the biological and physical system. Here we show that tissue-scale spatial structure can have a profound impact on the resilience of tumours to immunotherapy using a classical model incorporating IL-2 compounds and effector cells as treatment parameters. Using linear stability analysis, numerical continuation, and direct simulations, we show that diffusing cancer cell populations can undergo pattern-forming (Turing) instabilities, leading to spatially-structured states that persist far into treatment regimes where the corresponding spatially homogeneous systems would uniformly predict a cancer-free state. These spatially-patterned states persist in a wide range of parameters, as well as under time-dependent treatment regimes. Incorporating treatment via domain boundaries can increase this resistance to treatment in the interior of the domain, further highlighting the importance of spatial modelling when designing treatment protocols informed by mathematical models. Counter-intuitively, this mechanism shows that increased effector cell mobility can increase the resilience of tumours to treatment. We conclude by discussing practical and theoretical considerations for understanding this kind of spatial resilience in other models of cancer treatment, in particular those incorporating more realistic spatial transport."
2503.20841,In vitro 2 In vivo : Bidirectional and High-Precision Generation of In Vitro and In Vivo Neuronal Spike Data,"['q-bio.QM', 'cs.HC', 'cs.RO', 'nlin.AO', 'q-bio.NC']",['Masanori Shimono'],"Neurons encode information in a binary manner and process complex signals. However, predicting or generating diverse neural activity patterns remains challenging. In vitro and in vivo studies provide distinct advantages, yet no robust computational framework seamlessly integrates both data types. We address this by applying the Transformer model, widely used in large-scale language models, to neural data. To handle binary data, we introduced Dice loss, enabling accurate cross-domain neural activity generation. Structural analysis revealed how Dice loss enhances learning and identified key brain regions facilitating high-precision data generation. Our findings support the 3Rs principle in animal research, particularly Replacement, and establish a mathematical framework bridging animal experiments and human clinical studies. This work advances data-driven neuroscience and neural activity modeling, paving the way for more ethical and effective experimental methodologies."
2503.20799,Fractal structure of Christ-Lee model,"['cond-mat.stat-mech', 'nlin.PS']","['Boming Zhang', 'Yunguo Jiang']","This paper numerically investigates the dynamical properties of kink and antikink collisions in the Christ_Lee model in the regime of epsilon approaching the phi4 theory. With given epsilon and the initial velocity Vin, we exhibiting the formation of bion, scattering, and n_bounce states. Additionally, we show the self_similar fractal structures in the plot of Vout_Vin with given epsilon. Specially, we find the fractal structure in the plot of Vout versus epsilon, which is not reported previously. We computes the Box_counting dimension for these fractal structures. We find that the Box_dimension is positively correlated with epsilon, and approaches to Hausdorff dimension of the Sierpinski triangle when epsilon is sufficiently large."
2503.20708,Fluctuation-dissipation of the Kuramoto model on fruit-fly connectomes,"['cond-mat.dis-nn', 'cond-mat.stat-mech', 'nlin.CD', 'q-bio.NC']","['Géza Ódor', 'István Papp', 'Gustavo Deco']","We investigate the distance from equilibrium using the Kuramoto model via the degree of fluctuation-dissipation violation as the consequence of different levels of edge weight anisotropies. This is achieved by solving the synchronization equations on the raw, homeostatic weighted and a random inhibitory edge variant of a real full fly (FF) connectome, containing $\simeq 10^5$ neuron cell nodes. We investigate these systems close to their synchronization transition critical points. While the topological(graph) dimension is high: $d \simeq 6$ the spectral dimensions of the variants, relevant in describing the synchronization behavior, are lower than the upper critical dimension: $d_s \simeq 2 < d_c=4$, suggesting relevant fluctuation effects and non mean-field scaling behavior. By measuring the auto-correlations and the auto-response functions for small perturbations we calculate the fluctuation-dissipation ratios (FDR) for the different variants of different anisotropy levels of the FF connectome. Numerical evidence is presented that the FDRs follow the level of anisotropy of these non-equilibrium systems in agreement with the expectations. We also compare these results with those on a symmetric random graph of similar size. We provide a detailed network analysis of the FF connectome and calculate the level of hierarchy, also related to the anisotropy. Finally, we provide some partial results for the periodic forced Kuramoto, the Shinomoto-Kuramoto model."
2503.20651,Evolution of robust cell differentiation under epigenetic feedback,"['physics.bio-ph', 'nlin.AO']","['Davey Plugers', 'Kunihiko Kaneko']","In multi-cellular organisms, cells differentiate into multiple types as they divide. States of these cell types, as well as their numbers, are known to be robust to external perturbations; as conceptualized by Waddington's epigenetic landscape where cells embed themselves in valleys corresponding to final cell types. How is such robustness achieved by developmental dynamics and evolution? To address this question, we consider a model of cells with gene expression dynamics and epigenetic feedback, governed by a gene regulation network. By evolving the network to achieve more cell types, we identified three major differentiation processes exhibiting different properties regarding their variance, attractors, stability, and robustness. The first of these, type A, exhibits chaos and long-lived oscillatory dynamics that slowly transition until reaching a steady state. The second, type B, follows a channeled annealing process where the epigenetic changes in combination with noise shift the cells towards varying final cell states that increase the stability. Lastly, type C exhibits a quenching process where cell fate is quickly decided by falling into pre-existing fixed points while cell trajectories are separated through periodic attractors or saddle points. We find types A and B to correspond well with Waddington's landscape while being robust. Finally, the dynamics of type B demonstrate a differentiation process that uses a directed shifting of fixed points, visualized through the dimensional reduction of gene-expression states. Correspondence with the experimental data of gene expression variance through differentiation is also discussed."
2503.20632,Mathematical Models for Self-Adaptive Response to Cancer Dynamics,['nlin.AO'],['Christian Kuehn'],"We consider two minimal mathematical models for cancer dynamics and self-adaptation. We aim to capture the interplay between the rapid progression of cancer growth and the possibility to leverage and enhance self-adaptive defense mechanisms of an organism, e.g., motivated by immunotherapy. Yet, our two models are more abstract and generic encapsulating the essence of competition between rapid cancer growth and the speed of adaptation. First, we propose a four-dimensional ordinary differential equation model on a macroscopic level. The model has three main parameter regimes and its most important features can be studied analytically. At small external stimulation of adaptation, cancer progresses to a deadly level. At intermediate external input, a bifurcation is observed leaving behind only a locally stable cancer-free steady state. Unfortunately, in a large parameter regime after the bifurcation, a transient cancer density spike is observed. Only for a combination of external input and speeding up adaptation, cancer does not reach critical levels. To study the adaptation speed-up in the initial dynamics phase, we switch to a microscopic probabilistic model, which we study numerically. The microscopic model undergoes a sharp transition under variation of the self-adaptation probability. It is shown that a combination of temporal memory and rare stochastic positive adaptation events is crucial to move the sharp transition point to a desired regime. Despite their extreme simplicity, the two models already provide remarkably deep insight into the challenges one has to overcome to leverage/enhance the self-adaptation of an organism in fighting cancer."
2503.20594,Supply chain network rewiring dynamics at the firm-level,"['econ.GN', 'nlin.AO', 'physics.soc-ph']","['Tobias Reisch', 'András Borsos', 'Stefan Thurner']","Supply chain networks (SCN) form the structural backbone of any society. They constitute the societal metabolism that literally produces everything for everybody by coordinating practically every single person on the planet. SCNs are by no means static but undergo permanent change through the entry and exit of firms and the re-arrangement of supply relations. Here we use a unique dataset to explore the temporal evolution of firms and their supplier-buyer relations of a national SCN. Monthly reported value added tax data from Hungary from 2014 to 2022 allows us to reconstruct the entire economy with 711,248 companies and 38,644,400 connections, covering practically every re-structuring event of an entire economy at firm-level resolution. We find that per year about 25\% of firms exit the SCN while 28\% new ones enter. On average, 55\% of all supply-links present in one year will not be present in the next. We report the half-life time of supply-links to be 13 months. New links attach super-preferentially to firms with a probability, $p(i)\propto k_i^{1.08}$, with $k_i$ firm $i$'s number of supply-connections. We calibrate a simple statistical network generation model that reproduces the stylized characteristics of the dominant Hungarian SCN. The model not only reproduces local network features such as in- and out-degree distributions, assortativity and clustering structure, but also captures realistic systemic risk profiles. We discuss the present model in how rewiring dynamics of the economy is essential for quantifying its resilience and to estimate shock propagation."
2503.20532,Self-construction and destruction of living transport networks,"['physics.bio-ph', 'nlin.AO', 'q-bio.CB']","['Chanoknun Sintavanuruk', 'Yoichiro Mori', 'Reza Farhadifar', 'Eleni Katifori']","Biological transport networks adapt through dynamic interactions between material transport and structural modification during growth and development. In this work, we present a model of transport network growth driven by local material concentration. Using an advection-diffusion framework on a metric graph with a tip growth rule, we investigate how successive construction and destruction influence network development. Our results reveal that while repeated cycles of elongation and retraction can facilitate growth enhancement, a network need to have a structure that mitigates material dissipation. This finding suggests that additional regulatory mechanisms are necessary for networks to efficiently redistribute resources following structural retraction."
2503.20476,Effective and asymptotic scaling in a one-dimensional billiard problem,"['cond-mat.stat-mech', 'nlin.CD', 'physics.flu-dyn', 'doi', '10.5488/CMP.28.23401']","['T. Holovatch', 'Yu. Kozitsky', 'K. Pilorz', 'Yu. Holovatch']","The emergence of power laws that govern the large-time dynamics of a one-dimensional billiard of $N$ point particles is analysed. In the initial state, the resting particles are placed in the positive half-line $x\geqslant 0$ at equal distances. Their masses alternate between two distinct values. The dynamics is initialized by giving the leftmost particle a positive velocity. Due to elastic inter-particle collisions, the whole system gradually comes into motion, filling both right-hand and left-hand half-lines. As shown by [Chakraborti S., Dhar A., Krapivsky P., SciPost Phys., 2022, 13, 074], an inherent feature of such a billiard is the emergence of two different modes: the shock wave that propagates in $x\geqslant 0$ and the splash region in $x<0$. Moreover, the behaviour of the relevant observables is characterized by universal asymptotic power-law dependencies. In view of the finite size of the system and of finite observation times, these dependencies only start to acquire a universal character. To analyse them, we set up molecular dynamics simulations using the concept of effective scaling exponents, familiar in the theory of continuous phase transitions. We present results for the effective exponents that govern the large-time behaviour of the shock-wave front, the number of collisions, the energies and momentum of different modes and analyse their tendency to approach corresponding universal values."
2503.20224,Transport Efficiency for Networks Obtained by Vertex Merging Operation,['nlin.CD'],"['Zhenhua Yuan', 'Junhao Peng', 'Long Gao']","Transport is an important function of networks. Studying transport efficiency sheds light on the dynamic processes occurring within various underlying structures and offers a wide range of applications. To construct networks with different transport efficiencies, we focus on the networks obtained by vertex merging operation, which involves connecting multiple graphs through a single node. In this paper, we examine unbiased random walks on these networks and analyze their first-passage properties, including the mean first-passage time (MFPT), the mean trapping time (MTT), and the global-mean first-passage time (GFPT), which characterizes the transport (search) efficiency within the networks. We rigorously derive close-form solutions for these quantities. Results show that all these quantities are governed by the first-passage properties of the constituent components. Additionally, we propose a general method for optimizing the transport (search) efficiency by selecting a suitable node and adjusting the growth of the number of nodes in the subgraphs. We validate our findings using lollipop and barbell graphs. Our results indicate that for an arbitrary GFPT scaling exponent $α\in [1, 3]$, we can construct a network with GFPT scales with the network size $N$ as $\text{GFPT} \sim N^α$ through vertex merging operation. These conclusions provide valuable insights for designing and optimizing network structures."
2503.19924,EEG relative phase-based analysis unveils the complexity and universality of human brain dynamics: integrative insights from general anesthesia and ADHD,"['q-bio.NC', 'nlin.AO']","['Athokpam Langlen Chanu', 'Youngjai Park', 'Younghwa Cha', 'UnCheol Lee', 'Joon-Young Moon', 'Jong-Min Park']","Understanding brain wave patterns is fundamental to uncovering neural information processing mechanisms, making quantifying complexity across brain states an important line of investigation. We present a comprehensive analysis of the complexity of electroencephalography (EEG) signals, integrating data from seven distinct states experienced by participants undergoing general anesthesia, and resting-state recordings from individuals with inattentive-type ADHD alongside healthy control groups. Departing from prior studies that primarily focus on EEG amplitude dynamics, we adopt a novel relative phase approach to extract patterns of information flow directionality based on EEG phase dynamics. We quantify the complexity of these relative phase directionality patterns across various states using permutation entropy (PE) and statistical complexity measure within ordinal pattern framework. Our analysis: (i) PE is inversely correlated with the level of consciousness during general anesthesia, reflecting a dynamic interplay between anesthetic depth and shifts in directional information flow; (ii) healthy subjects consistently show higher PE than inADHD participants; (iii) when mapped onto the complexity-entropy causality plane, all brain states, regardless of condition or individual differences, align along a single curve, suggesting an underlying universal pattern in brain dynamics; and (iv) brain data consistently exhibit higher complexity than standard stochastic processes, likely due to greater multifractal scaling. These findings highlight that neural information propagation, as captured by EEG relative phase dynamics, is governed by self-organizing principles that are fundamentally more complex than the stochastic processes. Our EEG relative phase-based characterization provides new insight into the complexity of neural information flow directionality."
2503.19869,Conway's game Life perturbed,['nlin.CG'],"['Raimundas Vidunas', 'Arnas Vaicekauskas']","A stochastic modification of Conway's cellular automaton ""Life"" is introduced here. Any cell could be perturbed spontaneously to the opposite (dead or alive) state at any iteration with a very low probability. This probability is assumed to be so low that perturbations affect most sensibly large patterns only in single cells after they settle into stable, oscillating or moving configurations. This defines a Markov process on the set of stabilised patterns, with unboundedly growing or overly large patterns represented by a general unspecified state of ""being huge"". This stochastic model should approximate emergence of complexity and live processes yet more interestingly than the original Conway's game. This paper illustrates the proposed Markovian dynamics on the infinite ""Life"" grid with a limited set of most frequent patterns. Concrete results are presented for this new game on small square toruses, of size up to 10x10 cells."
2503.19681,Hierarchical Loop Stabilization in Periodically Driven Elastic Networks,"['nlin.AO', 'physics.bio-ph']","['Purba Chatterjee', 'Eleni Katifori']","Network remodeling, or adaptation, in the presence of periodically driven forcings has hereto remained largely unexplored, despite the fact that a broad class of biological transport networks, e.g. animal vasculature, depends on periodic driving (pulsatility of the heart) to maintain flow. Short-term pulsatile dynamics of compliant vessels affects the long-term structures of adapting networks; however, what the correct adaptation rule is for pulsatile flows still remains an open question. Here we propose a new adaptation rule for periodically driven complex elastic networks that accounts for the effect of short-term pulsatile dynamics on the remodeling signal at long time-scales. Using this rule to adapt hierarchical elastic networks with multiple levels of looping, we show that very different network architectures are possible at steady-state depending on the driving frequency of the pulsatile source and the geometric asymmetry of the paths between the externally driven nodes of the network. Specifically resonant frequencies are shown to prioritize the stabilization of fully looped structures or higher level loops proximal to the source, whereas anti-resonant frequencies predominantly stabilize loop-less structures or lower-level loops distal to the source. Thus, this model offers a mechanism that can explain the stabilization of phenotypically diverse loopy network architectures in response to source pulsatility under physiologically relevant conditions and in the absence of other known loop stabilization mechanisms, such as random fluctuations in the load or perfusion homogenization."
2503.19375,Stem-cell differentiation underpins reproducible morphogenesis,"['q-bio.CB', 'nlin.AO', 'q-bio.PE']","['Dominic K Devlin', 'Austen RD Ganley', 'Nobuto Takeuchi']","Morphogenesis of complex body shapes is reproducible despite the noise inherent in the underlying morphogenetic processes. However, how these morphogenetic processes work together to achieve this reproducibility remains unclear. Here, we ask how morphogenetic reproducibility is realised by developing a computational model that evolves complex morphologies. We find that evolved, complex morphologies are reproducible in a sizeable fraction of simulations, despite no direct selection for reproducibility. Strikingly, reproducible morphologies had also evolved stem-cell systems. We show that reproducibility is caused by a morphogenetic division of labour based on these stem-cell systems, where moving, dividing stem cells ``shape'' morphologies and irreversibly differentiate into stationary, non-dividing cells. These results suggest that stem-cell systems observed in natural development play fundamental roles in morphogenesis in addition to their known role of producing specialised cell types. This previously-unrecognised role of stem-cell systems has major implications for our understanding of how morphologies are generated and regenerated."
2503.19192,Analytical Treatment of a Non-integrable Pendulum Based on Eigenvalue Problem of the Liouville Operator,"['nlin.CD', 'doi', '10.1063/5.0236127']","['Kosuke Asano', 'Kenichi Noba', 'Tomio Petrosky']","We perform analytical and quantitative analysis of the motion of a non-integrable pendulum with two degrees of freedom, in which an integrable nonlinear pendulum and a harmonic oscillator are weakly coupled through a non-integrable perturbative interaction, based on the eigenvalue problem of the Liouvillian that is the generator of time evolution in classical mechanics. The eigenfunctions belonging to the zero eigenvalue of the Liouvillian correspond to the invariants of the motion. The zero eigenvalue of the integrable unperturbed Liouvillian is infinitely degenerate at the resonance point. By applying a perturbation, level repulsion occurs between the eigenstates of the unperturbed system, and some of the degeneracy is lifted, resulting in a non-zero eigenvalue. In order to evaluate the frequency gap caused by the level repulsion, we introduce an auxiliary operator called the collision operator which is well known in non-equilibrium statistical mechanics. We show that the dependence of the magnitude of frequency gap on the coupling constant can be quantitatively evaluated by simply finding the condition for the existence of the collision operator, without directly solving the eigenvalue problem."
